"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Jordan District","14","Mountain Shadows School","145","Public","","","","K - 6","5255 W 7000 S","WEST JORDAN","84084","geo:40.623139,-112.016305","http://schools.jordandistrict.org/shadows/","https://datagateway.schools.utah.gov/Schools/14145","801-963-0291","801-302-4945","","1988","","Principal","Tina Susuico","tina.susuico@jordandistrict.org"
"Jordan District","14","Oakcrest School","114","Public","","","","K - 6","8462 S HILLTOP OAK DR","WEST JORDAN","84088","geo:40.597638,-112.047064","http://schools.jordandistrict.org/oakcrest/","https://datagateway.schools.utah.gov/Schools/14114","801-280-7243","801-302-4914","","2004","","Principal","Joel Pullan","ken.westwood@jordandistrict.org"
"Jordan District","14","Oquirrh Hills Middle","409","Public","","","","7 - 9","12949 S 2700 W","RIVERTON","84065","geo:40.51603,-111.955481","http://schools.jordandistrict.org/ohms/","https://datagateway.schools.utah.gov/Schools/14409","801-412-2350","801-412-2370","","1980","","Principal","Donna Hunter","donna.hunter@jordandistrict.org"
"Jordan District","14","Oquirrh School","147","Public","","Title I","Title I","K - 6","7165 S PADDINGTON ROAD","WEST JORDAN","84084","geo:40.621097,-111.969624","http://schools.jordandistrict.org/oquirrh/","https://datagateway.schools.utah.gov/Schools/14147","801-565-7474","801-302-4947","","1979","","Principal","Shauna Worthington","shauna.worthington@jordandistrict.org"
"Jordan District","14","Preschool","800","Public","","","","Pre","2827 W 13400 S","RIVERTON","84065","geo:40.5077602,-111.9600303","","https://datagateway.schools.utah.gov/Schools/14800","801-412-2510","","","2003","","Director","Jill Durrant","jill.durrant@jordandistrict.org"
"Jordan District","14","Ridge View Elementary","125","Public","","","","K - 6","14120 S Greenford Ln.","HERRIMAN","84096","geo:40.492967,-111.993222","","https://datagateway.schools.utah.gov/Schools/14125","801-567-8750","","","2019","","Principal","Meredith Doleac","meredith.doleac@jordandistrict.org"
"Jordan District","14","Rivers Edge School","820","Public","","","","K - 8","319 W 11000 S","SOUTH JORDAN","84095","geo:40.611289,-111.90063","http://web.jordan.k12.ut.us/jrc/","https://datagateway.schools.utah.gov/Schools/14820","801-565-7584","801-565-7278","","1927","","Principal","Donald Link","donald.link@jordandistrict.org"
"Jordan District","14","Riverside School","153","Public","","Title I","Title I","K - 6","8737 S 1220 W","WEST JORDAN","84088","geo:40.592682,-111.926025","http://schools.jordandistrict.org/riverside/default.htm","https://datagateway.schools.utah.gov/Schools/14153","801-565-7484","801-302-4953","","1980","","Principal","Ronna Hoffman","ronna.hoffman@jordandistrict.org"
"Jordan District","14","Riverton High","710","Public","","","","10 - 12","12476 S 2700 W","RIVERTON","84065","geo:40.524746,-111.959557","http://www.rhs.jordan.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/14710","801-256-5800","801-256-5880","","1999","","Principal","Carolyn Gough","carolyn.gough@jordandistrict.org"
"Jordan District","14","Riverton School","152","Public","","","","K - 6","13150 S 1830 W","RIVERTON","84065","geo:40.512175,-111.944324","http://schools.jordandistrict.org/rivertonelem/","https://datagateway.schools.utah.gov/Schools/14152","801-254-8050","801-302-4952","","1982","","Principal","Cynthia Tingey","joel.pullan@jordandistrict.org"
"Jordan District","14","Rosamond School","157","Public","","","","K - 6","12195 S 1975 W","RIVERTON","84065","geo:40.529773,-111.94284","http://web.jordan.k12.ut.us/rosamond/default.htm","https://datagateway.schools.utah.gov/Schools/14157","801-254-8043","801-302-4957","","1984","","Principal","","candie.checketts@jordandistrict.org"
"Jordan District","14","Rose Creek School","163","Public","","","","K - 6","12812 S 3600 W","RIVERTON","84065","geo:40.517654,-111.978818","http://schools.jordandistrict.org/rcreek/","https://datagateway.schools.utah.gov/Schools/14163","801-254-8082","801-302-4963","","1998","","Principal","Tamra Bird","karen.egan@jordandistrict.org"
"Jordan District","14","Silver Crest School","117","Public","","","","K - 6","12937 S ELEMENTARY DR","HERRIMAN","84096","geo:40.516567,-112.021693","http://silvercrestelem.wikispaces.com/Silver+Crest+Elementary","https://datagateway.schools.utah.gov/Schools/14117","801-253-1034","801-302-4917","","2009","","Principal","Ann Pessetto","ann.pessetto@jordandistrict.org"
"Jordan District","14","South Hills Middle","415","Public","","","","7 - 9","13508 S 4000 W","RIVERTON","84065","geo:40.505757,-111.987683","www.shills.jordan.k12.ut.us","https://datagateway.schools.utah.gov/Schools/14415","801-412-2400","801-412-2430","","1998","","Principal","Rochelle Waite","rochelle.waite@jordandistrict.org"
"Jordan District","14","South Jordan Middle","411","Public","","","","7 - 9","10245 S 2700 W","SOUTH JORDAN","84095","geo:40.565046,-111.95535","http://www.sjms.jordan.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/14411","801-412-2900","801-412-2930","","1989","","Principal","Nicole Johnson","nicole.johnson@jordandistrict.org"
"Jordan District","14","South Jordan School","160","Public","","","","K - 6","11205 S BLACK CHERRY WAY","SOUTH JORDAN","84095","geo:40.547465,-111.93213","http://schools.jordandistrict.org/sjes/","https://datagateway.schools.utah.gov/Schools/14160","801-254-8000","801-302-4960","","1908","","Principal","Kenneth Westwood","beverly.griffiths@jordandistrict.org"
"Jordan District","14","South Valley School","802","Public","","","","9 - 12","8400 S 1700 W","WEST JORDAN","84088","geo:40.598635,-111.940016","http://web.jordan.k12.ut.us/svs/","https://datagateway.schools.utah.gov/Schools/14802","801-565-7592","801-302-4902","","1973","","Principal","Cindy Mitchell","cindy.mitchell2@jordandistrict.org"
"Jordan District","14","Southland School","161","Public","","","","K - 6","12675 S 2700 W","RIVERTON","84065","geo:40.520884,-111.9567","http://schools.jordandistrict.org/southland/","https://datagateway.schools.utah.gov/Schools/14161","801-254-8047","801-302-4961","","1975","","Principal","Lisa Jackson","lisa.jackson@jordandistrict.org"
"Jordan District","14","Southpointe Adult High","660","Public","","","","9 - 12","9301 S WIGHTS FORT RD","WEST JORDAN","84084","geo:40.585073,-111.974295","","https://datagateway.schools.utah.gov/Schools/14660","801-256-5952","","","2009","","Principal","Jason Skidmore","renee.hyer@jordan.k12.ut.us"
"Jordan District","14","Sunset Ridge Middle","416","Public","","","","7 - 9","6881 W 8200 S","WEST JORDAN","84081","geo:40.600943,-112.054759","http://srms.info/","https://datagateway.schools.utah.gov/Schools/14416","801-412-2475","801-412-2490","","2005","","Principal","Kimberly Searle","kimberly.searle@jordandistrict.org"
"Jordan District","14","Terra Linda School","162","Public","","","","K - 6","8400 S 3400 W","WEST JORDAN","84088","geo:40.59791,-111.974885","http://schools.jordandistrict.org/terralinda/","https://datagateway.schools.utah.gov/Schools/14162","801-282-8036","801-302-4962","","1973","","Principal","Karen Gorringe","karen.gorringe@jordandistrict.org"
"Jordan District","14","Valley High School","716","Public","","","","7 - 12","325 W 11000 S","SOUTH JORDAN","84095","geo:40.551327,-111.898949","http://www.valley.jordan.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/14716","801-572-7035","801-572-7038","","1930","","Principal","Sharon Jensen","sharon.jensen@jordandistrict.org"
"Jordan District","14","Welby School","167","Public","","","","K - 6","4130 W 9580 S","South Jordan","84009","geo:40.578091,-111.989585","http://schools.jordandistrict.org/welby/Welby/Main_Page.html","https://datagateway.schools.utah.gov/Schools/14167","801-280-1456","801-302-4967","","1980","","Principal","Aaron Ichimura","aaron.ichimura@jordandistrict.org"
"Jordan District","14","West Hills Middle","414","Public","","","","7 - 9","8270 S GRIZZLY RD","WEST JORDAN","84081","geo:40.601225,-112.021444","http://www.whms.jordan.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/14414","801-412-2300","801-412-2327","","1996","","Principal","Cynthia Vandermeiden","cynthia.vandermeiden@jordandistrict.org"
"Jordan District","14","West Jordan High","718","Public","","","","10 - 12","8136 S 2700 W","WEST JORDAN","84088","geo:40.603755,-111.9594","http://schools.jordandistrict.org/westjordanhigh/","https://datagateway.schools.utah.gov/Schools/14718","801-256-5600","801-256-5670","","1981","","Principal","James Birch","james.birch@jordandistrict.org"
"Jordan District","14","West Jordan Middle","412","Public","","","","7 - 9","7550 S 1700 W","WEST JORDAN","84084","geo:40.614563,-111.941494","http://m.wjms.jordan.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/14412","801-412-2100","801-412-2140","","1958","","Principal","Dixie Garrison","dixie.garrison@jordandistrict.org"
"Jordan District","14","West Jordan School","168","Public","","Title I","Title I","K - 6","7220 S 2370 W","WEST JORDAN","84084","geo:40.619727,-111.952691","http://schools.jordandistrict.org/wjes/","https://datagateway.schools.utah.gov/Schools/14168","801-565-7506","801-302-4968","","1982","","Principal","Jennifer Ludlow","jennifer.ludlow@jordandistrict.org"
"Jordan District","14","Westland School","170","Public","","","","K - 6","2925 W 7180 S","WEST JORDAN","84084","geo:40.620236,-111.963391","http://schools.jordandistrict.org/westland/","https://datagateway.schools.utah.gov/Schools/14170","801-565-7508","801-302-4970","","1972","","Principal","Lauren Goodsell","lauren.goodsell@jordandistrict.org"
"Jordan District","14","Westvale School","169","Public","","Title I","Title I","K - 6","2300 W 8660 S","WEST JORDAN","84088","geo:40.594834,-111.949582","http://schools.jordandistrict.org/wvale/","https://datagateway.schools.utah.gov/Schools/14169","801-565-7510","801-302-4969","","1967","","Principal","April Gaydosh","april.gaydosh@jordandistrict.org"
"Juab District","15","Juab High","704","Public","","","","9 - 12","802 N 650 E","NEPHI","84648","geo:39.7205,-111.82289","https://www.juab.k12.ut.us/index.php?option=com_content&view=category&layout=blog&id=2&Itemid=3","https://datagateway.schools.utah.gov/Schools/15704","435-623-1764","435-623-1772","","1983","","Principal","James Langford","jim.langford@juabsd.org"
"Juab District","15","Juab Jr High","304","Public","","","","6 - 8","555 E 800 N","NEPHI","84648","geo:39.719995,-111.825043","https://www.juab.k12.ut.us/index.php?option=com_content&view=category&layout=blog&id=3&Itemid=4","https://datagateway.schools.utah.gov/Schools/15304","435-623-1541","435-623-4995","","1978","","Principal","Kenneth Rowley","kenneth.rowley@juabsd.org"
"Juab District","15","Mona School","110","Public","","Title I","Title I","K - 6","260 E 200 S","MONA","84645","geo:39.813135,-111.850431","https://www.juab.k12.ut.us/index.php?option=com_content&view=category&layout=blog&id=20&Itemid=17","https://datagateway.schools.utah.gov/Schools/15110","435-623-2082","435-623-2661","","1984","","Principal","Mary Wohlforth","mary.wohlforth@juabsd.org"
"Juab District","15","Nebo View School","114","Public","","Title I","Title I","K - 6","380 E 200 N","NEPHI","84648","geo:39.720292,-111.827006","https://www.juab.k12.ut.us/index.php?option=com_content&view=category&layout=blog&id=16&Itemid=16","https://datagateway.schools.utah.gov/Schools/15114","435-623-1812","435-623-5039","","2003","","Principal","Blair Albrecht","blair.albrecht@juabsd.org"
"Juab District","15","Red Cliff School","112","Public","","Title I","Title I","Pre - 6","1199 S MAIN","NEPHI","84648","geo:39.692922,-111.83583","https://www.juab.k12.ut.us/index.php?option=com_content&view=category&layout=blog&id=24&Itemid=18","https://datagateway.schools.utah.gov/Schools/15112","435-623-0328","435-623-4212","","1952","","Principal","Darren Mecham","darren.mecham@juabsd.org"
"Kane District","16","Big Water School","110","Public","","Title I","Title I","K - 6","P O BOX 410126 AARON BURR RD","BIG WATER","84741","geo:37.085539,-111.66443","http://www.bws.kane.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/16110","435-675-5821","435-675-5821","","1988","","Principal","Andrew Roundy","roundya@kane.k12.ut.us"
"Kane District","16","Big Water School","712","Public","","","","7 - 12","P O BOX 410126 AARON BURR RD","BIG WATER","84741","geo:37.085539,-111.66443","http://www.bws.kane.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/16712","435-675-5821","435-675-5821","","1988","","Principal","Andrew Roundy","roundya@kane.k12.ut.us"
"Kane District","16","Kanab High","704","Public","","","","9 - 12","59 E COWBOY DR","KANAB","84741","geo:37.037754,-112.527642","http://www.khs.kane.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/16704","435-644-5821","435-644-5242","","1983","","Principal","Trevor Stewart","stewartt@kane.k12.ut.us"
"Kane District","16","Kanab Middle","310","Public","","","","7 - 8","690 S COWBOY WAY","KANAB","84741","geo:37.035733,-112.529416","http://www.kms.kane.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/16310","435-644-5809","435-644-5121","","1955","","Principal","Braxton Bateman","batemanb@kane.k12.ut.us"
"Kane District","16","Kanab School","116","Public","","Title I","Title I","K - 6","41 W 100 N","KANAB","84741","geo:37.050165,-112.52957","http://www.kes.kane.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/16116","435-644-2329","435-644-5041","","1954","","Principal","Daniel Trimble","trimbled@kane.k12.ut.us"
"Kane District","16","Kane Preschool","100","Public","","","","Pre","746 S 175 E","KANAB","84741","geo:37.035805,-112.523026","","https://datagateway.schools.utah.gov/Schools/16100","435-644-2555","","","2002","","Principal","",""
"Kane District","16","Lake Powell High School","130","Public","","Title I","Title I","K - 6","P O BOX 4345 1000 FERRY RD","LAKE POWELL","84533","geo:37.525583,-110.708445","http://www.lps.kane.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/16130","435-684-2268","435-684-3821","","1990","","Principal","Kay Townsend","townsendk@kane.k12.ut.us"
"Kane District","16","Lake Powell High School","714","Public","","","","7 - 12","P O BOX 4345 1000 FERRY RD","LAKE POWELL","84533","geo:37.525583,-110.708445","http://www.lps.kane.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/16714","435-684-2268","435-684-3821","","1990","","Principal","Kay Townsend","townsendk@kane.k12.ut.us"
"Kane District","16","Valley High","708","Public","","","","7 - 12","P O BOX 128 150 N CENTER","ORDERVILLE","84758","geo:37.278079,-112.637688","http://www.vhs.kane.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/16708","435-648-2278","435-648-2366","","1955","","Principal","James Wood","woodj@kane.k12.ut.us"
"Kane District","16","Valley School","120","Public","","Title I","Title I","K - 6","P O BOX 129 110 E STATE","ORDERVILLE","84758","geo:37.275285,-112.636196","http://www.ves.kane.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/16120","435-648-2277","435-648-2131","","1968","","Principal","Brandon Jensen","jensenb@kane.k12.ut.us"
